date,USA,Germany,Poland,Hungary,France,China,UK
2021-03-29,5,8,0,0,0,4,3
2021-02-21,3,0,3,0,2,0,2
2021-05-05,9,12,0,0,7,1,5
2022-05-08,6,14,0,1,0,10,3
2021-09-10,1,4,0,0,0,2,0
2020-11-07,0,0,0,0,0,0,0
2023-02-06,0,0,0,1,6,1,3
2022-05-30,4,0,0,3,10,0,0
2023-08-09,8,1,4,0,4,7,0
2022-07-07,15,1,0,0,1,21,3
2021-05-31,7,0,0,0,0,5,2
2023-12-29,12,2,4,0,18,5,13
2020-05-15,10,1,0,0,0,11,1
2021-10-04,5,0,0,1,0,0,0
2022-03-27,57,0,25,2,4,10,3
2021-11-29,1,0,0,0,0,3,0
2023-01-11,5,0,0,0,0,7,0
2022-04-01,27,2,1,5,30,34,5
2020-12-15,10,0,0,0,1,0,0
2022-12-18,4,0,0,0,0,1,3
2021-12-17,5,7,0,0,0,4,0
2021-04-19,11,2,0,0,2,1,0
2023-02-12,1,0,0,0,0,1,0
2022-10-29,3,5,1,0,0,0,23
2021-08-02,9,1,0,0,0,0,0
2021-04-28,4,2,0,2,0,0,0
2023-10-18,7,7,0,0,0,11,1
2021-10-18,7,7,2,0,0,2,4
2022-09-28,36,14,12,6,4,9,0
2021-06-16,25,0,0,0,1,0,0
2021-10-02,2,0,0,0,0,0,0
2021-05-06,11,2,0,0,5,4,10
2020-03-17,0,0,0,0,0,2,0
2021-08-20,1,3,0,0,0,0,2
2022-01-29,7,2,0,0,0,0,3
2022-02-03,7,12,2,0,4,1,6
2023-09-25,4,0,0,5,4,29,0
2021-11-20,2,0,2,0,0,0,0
2022-04-30,7,10,1,2,2,15,2
2023-10-14,5,3,0,0,0,9,3
2021-07-23,5,0,0,0,0,0,0
2020-05-25,5,0,0,0,0,3,3
2022-04-23,11,16,0,2,8,11,3
2021-12-29,22,5,1,0,2,2,5
2021-01-26,12,8,0,0,2,3,3
2023-10-31,20,2,1,0,0,8,1
2020-07-18,9,0,0,0,0,1,8
2020-09-30,11,1,0,0,0,0,0
2021-01-29,1,1,0,2,0,3,3
2023-05-04,17,17,2,2,11,6,7
2023-09-04,6,6,3,0,8,8,2
2020-10-22,2,5,0,0,0,2,0
2020-01-24,2,0,3,0,2,0,0
2023-01-04,5,2,0,0,2,0,0
2021-10-12,6,0,0,0,2,0,2
2021-02-19,7,0,0,0,2,1,0
2022-09-22,37,3,1,13,8,6,1
2021-02-23,3,1,3,0,0,0,5
2020-03-16,0,0,0,0,0,0,0
2023-02-27,11,12,0,4,5,39,7
2022-03-28,39,11,9,1,11,33,4
2021-08-05,7,0,0,0,0,2,1
2023-01-14,10,2,0,0,3,0,3
2021-12-23,3,0,0,0,7,3,14
2020-03-21,0,0,0,0,0,1,0
2023-04-16,0,1,0,0,3,7,2
2023-06-14,12,11,4,0,20,15,2
2023-11-02,7,1,2,0,2,1,0
2021-04-23,4,3,13,0,0,6,0
2020-01-28,7,3,0,0,0,8,0
2021-02-15,8,0,0,0,0,0,2
2023-06-17,7,0,0,0,1,2,0
2022-11-06,0,0,0,5,3,4,6
2022-01-09,8,0,0,0,0,0,0
2020-02-02,0,0,12,0,0,3,0
2022-08-22,14,10,0,0,0,2,3
2022-07-30,4,0,0,0,0,4,1
2021-10-15,0,0,2,0,0,0,0
2020-11-29,2,0,0,0,1,0,0
2024-01-20,4,10,0,0,0,0,0
2020-04-14,1,0,1,0,10,0,0
2021-01-27,9,5,2,0,2,0,3
2020-05-22,6,0,0,0,0,2,0
2023-07-15,8,0,4,2,0,3,2
2022-08-08,8,0,6,0,3,4,0
2021-08-03,1,0,0,0,1,1,2
2022-03-03,124,20,22,10,13,35,28
2022-12-20,11,2,0,0,3,9,4
2023-02-26,14,8,0,0,0,34,0
2022-04-25,8,20,3,0,5,5,4
2023-01-27,6,11,4,7,4,6,2
2020-02-25,16,0,2,0,2,2,3
2020-10-20,12,0,0,0,3,2,3
2023-08-14,4,1,3,0,1,11,0
2023-08-31,11,4,0,2,0,5,0
2021-04-04,0,0,0,0,0,0,0
2023-11-27,5,0,0,0,1,1,0
2020-03-22,0,0,0,0,0,0,0
2023-09-16,6,0,0,0,1,0,3
2023-02-19,4,3,0,1,2,20,7
2020-03-09,5,0,0,0,0,0,0
2020-12-10,1,1,0,0,0,3,1
2021-07-29,2,2,0,0,3,0,0
2021-07-14,0,3,0,0,1,1,3
2024-01-21,0,2,1,0,4,4,0
2022-12-17,7,1,0,2,5,0,0
2023-01-30,2,0,1,0,5,8,11
2022-04-27,20,20,24,0,3,11,6
2022-12-10,9,1,0,0,2,10,11
2020-11-08,0,0,0,0,1,0,0
2020-05-18,2,0,2,0,0,1,0
2022-11-08,13,0,0,0,8,12,0
2023-07-22,9,9,15,0,2,2,5
2020-11-28,4,0,0,0,0,0,0
2021-05-07,6,1,0,1,0,1,5
2020-07-07,2,0,0,0,0,4,6
2023-12-19,6,0,7,0,3,9,1
2020-06-04,2,3,0,0,0,0,2
2021-09-28,5,3,0,2,0,0,0
2020-11-16,0,4,0,0,0,1,0
2024-02-17,13,8,5,0,6,7,5
2023-08-12,3,2,4,0,16,4,0
2022-11-19,16,5,5,0,0,1,3
2024-02-25,13,1,0,0,2,1,5
2021-09-26,0,4,0,0,0,0,0
2020-05-05,4,3,0,0,0,4,0
2023-07-10,8,0,0,0,6,13,0
2022-10-18,21,0,0,0,0,1,5
2021-08-30,2,0,0,0,0,0,0
2021-04-03,7,2,0,0,2,3,3
2023-09-06,16,7,1,0,2,3,4
2020-05-20,8,0,3,0,0,2,2
2022-10-30,9,0,2,0,2,0,15
2021-11-14,3,2,0,0,0,0,0
2020-04-06,0,0,0,0,0,0,10
2021-01-19,19,9,0,2,4,1,10
2021-10-13,3,0,0,0,2,1,0
2022-05-15,4,3,4,2,0,4,0
2021-11-09,16,0,2,0,0,1,7
2023-03-05,3,0,0,4,1,5,12
2021-07-18,0,0,0,0,0,0,0
2022-01-18,5,8,2,0,6,0,0
2021-07-21,6,2,0,0,0,0,0
2020-05-28,5,5,0,0,0,0,0
2021-03-09,7,0,0,0,0,4,0
2020-01-29,2,3,3,0,0,2,0
2021-01-23,21,0,0,0,3,0,2
2022-10-17,25,0,2,0,1,11,0
2023-05-09,23,5,0,0,3,6,3
2023-07-05,2,0,3,4,1,19,2
2020-03-20,1,0,0,0,2,1,0
2021-02-02,13,24,1,0,4,2,6
2021-10-05,1,3,0,0,2,0,0
2020-12-18,15,0,0,0,1,1,2
2021-12-08,13,0,0,0,0,11,0
2023-11-16,6,0,0,0,1,6,2
2021-10-23,0,2,0,0,0,2,2
2020-11-27,4,1,0,0,1,0,0
2023-07-24,5,0,3,0,4,4,0
2023-01-10,3,5,0,0,2,7,3
2022-05-06,17,3,0,12,11,9,1
2023-09-27,13,2,0,0,7,6,7
2020-10-01,9,3,0,0,15,2,0
2021-03-27,0,0,0,0,0,0,0
2022-11-14,15,8,0,0,8,38,3
2022-07-09,33,5,3,0,0,17,3
2023-10-28,11,0,0,3,3,2,0
2021-04-16,14,9,3,0,0,5,5
2021-06-11,5,0,0,0,0,3,0
2020-01-17,1,0,3,0,0,1,0
2022-02-07,6,11,0,0,9,3,3
2022-10-23,4,0,0,6,2,7,0
2023-04-13,14,1,0,5,7,20,0
2020-12-24,9,0,0,0,0,1,0
2020-12-02,4,0,0,0,0,2,0
2022-08-04,9,10,1,0,0,19,0
2023-01-06,10,7,0,0,1,0,2
2021-12-22,5,0,0,0,2,0,0
2023-07-13,19,4,0,0,5,6,5
2022-10-28,10,6,3,0,10,15,6
2022-08-07,7,0,5,0,0,2,0
2022-06-13,2,6,2,0,6,7,5
2020-07-08,6,2,0,0,0,8,0
2021-11-21,1,2,0,0,2,0,0
2023-04-09,8,2,0,0,2,3,0
2020-03-10,13,0,0,0,0,2,0
2022-12-26,0,1,1,0,0,10,0
2024-02-14,20,0,1,0,3,9,7
2021-10-27,2,0,0,0,2,1,0
2022-08-28,5,2,2,0,1,9,1
2023-09-18,5,0,1,4,4,6,2
2022-04-14,19,10,6,0,4,23,3
2022-05-13,13,6,6,2,0,14,3
2023-04-26,8,12,0,7,1,38,0
2022-09-17,13,11,1,2,5,7,0
2020-07-10,6,0,0,0,2,0,0
2022-08-20,5,7,0,0,3,3,0
2020-07-22,1,0,0,0,0,0,10
2023-12-22,2,1,2,0,0,6,0
2020-04-22,0,0,1,0,0,2,1
2020-08-07,3,3,2,0,2,0,0
2020-11-09,4,0,0,0,0,6,0
2023-07-30,7,1,4,0,0,4,5
2020-09-21,2,5,0,0,2,0,0
2021-03-26,1,0,0,0,1,7,0
2020-04-19,2,0,0,0,0,1,2
2023-10-01,3,1,0,0,0,2,0
2022-03-10,70,18,14,2,24,53,22
2022-09-26,12,5,0,1,3,8,1
2022-09-20,21,11,1,0,11,9,0
2023-05-15,18,1,1,0,7,10,5
2021-05-22,9,0,0,0,0,2,0
2022-05-25,37,4,3,3,3,12,1
2022-11-07,5,0,0,0,0,15,5
2020-05-08,12,0,4,0,0,3,0
2023-07-01,4,1,0,0,0,7,0
2021-01-25,18,6,3,0,1,6,7
2020-12-07,1,0,0,0,0,0,0
2023-11-11,2,0,0,0,1,7,2
2021-02-03,34,19,0,0,22,4,13
2023-04-19,12,20,0,2,1,11,4
2020-02-18,18,6,0,0,0,5,0
2020-08-17,1,0,0,0,0,2,0
2021-04-24,9,0,2,0,0,6,0
2022-12-16,13,6,0,0,0,3,0
2023-08-02,12,0,3,0,7,2,5
2022-12-31,6,0,2,0,0,7,0
2020-01-05,0,0,2,0,0,0,0
2021-05-09,0,2,0,0,0,0,0
2022-02-21,43,52,5,0,42,18,16
2023-04-10,13,1,0,2,2,8,5
2024-01-19,0,2,0,0,1,2,2
2020-11-30,1,4,0,0,3,0,1
2023-10-13,4,9,2,0,4,7,2
2022-03-19,37,2,0,0,1,74,14
2023-11-18,0,6,0,0,0,0,0
2022-05-18,8,18,0,6,47,20,3
2020-07-09,9,3,0,0,0,0,0
2020-10-30,0,0,0,0,7,1,0
2020-08-24,0,4,0,0,0,4,3
2021-12-19,1,2,0,0,0,0,0
2020-03-24,2,4,0,0,1,2,0
2023-11-14,0,4,0,2,0,11,0
2021-09-22,1,0,2,0,2,1,0
2020-02-01,2,0,0,0,0,1,0
2023-01-29,3,1,0,0,0,4,2
2022-04-21,33,8,0,3,10,41,19
2023-09-01,8,3,1,1,0,4,4
2022-06-02,5,29,2,0,7,3,0
2020-09-23,6,4,0,0,0,0,0
2023-04-04,16,2,2,0,7,23,3
2022-07-22,11,2,0,0,0,3,4
2022-08-18,10,1,1,0,1,10,0
2022-02-27,143,14,3,5,21,33,28
2022-02-11,15,2,0,0,4,2,0
2020-06-11,4,5,0,0,0,0,0
2020-06-20,4,4,1,0,5,3,2
2021-12-30,7,0,0,0,5,0,1
2021-07-08,0,0,0,0,3,0,0
2021-05-16,0,0,0,0,0,0,0
2022-05-27,6,3,1,0,2,9,3
2022-03-01,192,25,18,7,12,44,30
2022-09-25,4,0,0,0,0,8,0
2020-09-15,5,11,0,0,0,2,0
2021-01-09,0,0,0,0,0,2,0
2022-12-04,7,0,0,0,11,0,3
2020-05-06,4,0,0,0,0,6,0
2022-02-24,320,107,23,27,164,55,125
2020-06-26,2,1,0,0,0,0,0
2020-03-12,1,0,0,0,0,1,0
2022-09-29,15,5,1,3,3,4,0
2020-04-29,5,0,0,0,0,3,0
2022-10-02,18,0,0,3,4,7,7
2020-11-19,6,1,0,0,0,0,3
2024-02-01,8,2,0,0,2,7,2
2023-08-21,0,0,0,0,6,3,3
2023-03-06,4,0,0,10,7,10,10
2024-01-14,1,0,0,0,0,4,2
2021-11-24,3,0,0,0,0,5,1
2021-08-27,0,2,0,0,0,3,0
2023-11-25,2,2,2,0,5,3,0
2023-07-18,35,13,3,0,17,6,35
2020-11-10,0,0,0,0,0,2,4
2020-08-01,0,0,4,0,0,0,2
2021-06-03,17,0,1,0,0,1,0
2024-02-09,14,2,10,0,0,5,6
2022-06-24,5,6,0,3,1,9,7
2023-07-14,13,0,0,0,3,8,1
2023-05-12,15,2,1,0,10,14,1
2022-12-23,15,2,0,3,0,6,11
2021-10-07,0,1,0,0,0,2,0
2023-04-08,16,0,0,2,3,11,2
2022-01-02,0,0,0,0,0,0,0
2021-12-27,6,0,2,0,0,0,5
2023-05-03,7,5,0,3,5,15,0
2020-04-28,0,0,0,0,0,5,0
2020-06-15,42,3,3,0,0,3,2
2022-06-21,6,3,1,0,1,8,2
2021-06-09,5,0,5,0,0,0,1
2022-07-17,3,2,0,1,2,0,8
2022-07-10,3,1,0,0,0,3,0
2022-02-23,62,16,28,4,8,33,29
2020-05-04,7,2,0,0,0,1,0
2023-06-18,2,1,0,0,3,6,0
2023-09-28,19,0,0,0,0,8,1
2020-10-05,9,0,0,0,6,0,0
2023-07-06,16,0,3,0,8,8,2
2022-01-07,0,0,0,0,5,6,0
2020-02-05,10,0,0,0,2,2,4
2024-03-05,14,12,0,2,2,6,2
2021-08-28,0,0,0,0,0,0,0
2020-03-11,3,0,0,0,0,1,0
2023-05-22,25,14,0,0,14,15,19
2022-10-16,6,0,0,4,0,34,0
2020-09-27,5,0,0,0,0,6,0
2023-09-08,10,7,0,5,3,12,10
2022-06-29,22,8,1,0,21,14,20
2020-06-05,12,0,1,0,0,6,0
2020-12-16,8,5,2,0,0,3,0
2020-01-21,1,0,2,0,0,1,5
2024-03-08,5,0,1,0,2,0,1
2021-12-28,13,2,5,0,2,6,3
2023-07-09,6,0,0,0,1,0,1
2020-12-29,1,4,0,0,0,1,2
2023-06-12,7,0,1,1,3,2,2
2023-09-09,11,4,0,0,7,11,6
2023-07-28,7,1,0,0,1,7,3
2020-05-19,12,0,1,0,0,0,4
2020-06-07,2,0,0,0,0,0,0
2020-10-02,4,1,0,0,2,2,0
2021-01-11,5,0,0,0,0,4,0
2023-02-17,1,4,0,0,0,17,6
2020-05-21,11,0,0,0,2,0,1
2020-09-17,5,2,1,0,0,0,0
2023-05-02,6,1,3,0,3,13,0
2022-03-06,87,11,4,2,3,27,11
2023-10-19,5,14,0,0,5,7,2
2022-10-20,14,4,0,1,2,5,9
2023-10-12,5,0,5,3,1,4,0
2023-10-17,11,5,0,0,4,17,0
2021-01-12,0,0,0,0,0,2,1
2022-02-08,13,14,0,0,2,5,0
2024-01-10,16,2,0,1,0,5,2
2020-10-14,3,3,0,0,5,7,2
2021-09-07,10,3,0,0,2,0,5
2020-08-11,6,7,0,0,0,4,0
2021-10-31,5,0,0,0,0,1,0
2022-10-21,18,0,3,7,0,4,4
2022-01-21,13,4,0,0,2,0,3
2023-05-01,19,5,14,4,0,18,5
2023-10-27,16,0,0,5,6,8,0
2021-06-24,2,7,0,0,0,0,6
2022-10-15,9,0,7,0,0,3,0
2022-10-07,5,2,0,0,2,3,2
2022-04-08,20,23,13,1,15,18,22
2021-02-20,8,1,7,0,3,0,0
2020-07-21,6,0,2,0,0,7,4
2020-06-01,6,2,0,0,0,7,0
2020-11-05,1,0,0,0,0,0,0
2022-09-09,5,1,3,3,1,11,1
2023-02-02,3,5,2,1,4,3,0
2023-02-07,1,4,0,0,1,6,0
2022-05-22,22,1,0,0,7,8,1
2021-06-04,17,1,3,0,0,5,2
2023-07-17,9,10,1,0,21,7,25
2021-09-15,0,0,0,0,5,2,1
2022-05-01,3,5,0,0,0,14,4
2021-10-14,7,0,0,0,4,4,0
2020-06-03,5,3,0,0,0,0,1
2022-06-20,2,0,0,1,1,14,0
2024-01-18,1,0,1,0,0,16,0
2021-04-12,3,4,3,0,6,2,0
2021-06-14,17,0,0,0,0,0,9
2020-04-10,0,0,1,0,0,2,1
2021-04-20,26,2,0,0,0,1,0
2021-07-27,4,0,0,0,4,0,6
2022-12-02,8,21,0,0,3,5,0
2022-02-05,30,8,2,0,7,10,3
2023-08-03,17,1,5,0,5,9,1
2021-05-04,3,2,0,0,3,0,2
2023-02-28,7,8,0,2,8,31,0
2020-04-18,1,0,0,0,0,1,0
2023-08-08,13,0,2,0,2,26,0
2020-09-05,5,7,0,0,0,2,0
2020-11-26,2,0,0,0,0,2,1
2022-08-10,12,2,0,2,1,10,2
2023-02-23,17,2,2,4,6,21,3
2023-06-10,4,2,0,0,0,3,0
2020-07-25,7,0,0,0,0,0,3
2020-10-31,0,0,0,0,1,0,0
2020-08-10,7,5,0,0,0,0,1
2023-02-05,4,4,0,0,0,6,0
2022-01-04,1,0,0,0,0,0,0
2021-03-18,25,2,3,0,2,2,4
2023-08-07,12,2,3,0,2,19,2
2024-02-07,7,0,3,3,3,6,0
2024-02-27,12,5,4,2,12,2,0
2021-01-04,3,0,0,1,1,0,1
2022-08-27,2,3,0,5,1,2,7
2023-03-18,6,5,0,0,0,14,0
2020-11-02,0,0,0,0,0,7,0
2022-03-25,34,6,2,3,11,27,9
2020-02-27,23,2,0,0,0,0,1
2024-01-13,0,0,0,0,2,6,4
2021-09-17,1,2,1,0,1,2,1
2021-11-26,0,3,0,0,0,0,1
2023-11-01,1,4,0,0,0,1,0
2021-04-26,9,34,4,1,0,1,3
2024-02-28,13,5,3,0,2,7,0
2023-01-15,10,3,0,0,2,0,0
2020-02-22,27,0,0,0,0,0,0
2020-04-27,6,0,0,0,0,0,0
2023-04-01,17,0,4,0,6,13,5
2020-05-09,6,0,0,0,0,3,0
2023-01-22,2,5,0,3,0,0,0
2023-06-30,6,0,0,0,2,6,2
2022-03-09,90,5,6,12,6,40,24
2023-10-10,11,1,0,2,1,13,0
2022-04-05,35,23,1,5,14,31,18
2023-09-29,7,0,0,3,0,18,0
2021-11-30,4,3,0,0,4,8,2
2023-06-09,7,1,1,0,1,11,3
2023-12-02,7,0,0,0,0,0,0
2022-04-15,10,9,7,0,6,20,0
2022-02-18,42,23,0,0,2,2,6
2022-05-20,30,11,4,0,5,9,6
2022-03-04,113,18,8,2,3,44,32
2022-12-01,17,6,0,0,6,9,0
2021-06-06,1,0,0,0,0,2,1
2021-08-23,2,3,0,0,0,0,0
2024-01-25,3,1,0,0,10,6,0
2022-10-11,72,11,3,6,4,13,5
2020-02-14,6,5,3,0,0,3,0
2021-09-11,0,0,0,0,1,3,0
2020-10-19,2,0,0,0,3,1,0
2020-09-06,4,0,0,0,2,0,4
2020-06-13,2,0,0,0,2,0,0
2023-11-08,6,5,2,2,0,9,0
2021-06-22,6,2,1,0,0,1,3
2023-12-06,0,3,0,0,2,5,1
2020-12-05,0,0,2,0,0,0,0
2023-01-24,10,2,1,2,0,16,0
2020-09-22,14,3,0,0,0,0,1
2021-11-23,3,0,0,0,2,1,5
2021-02-12,2,0,0,0,4,0,1
2023-08-26,5,2,0,2,2,8,2
2023-12-30,10,0,7,0,9,5,10
2020-07-26,6,0,0,0,0,2,0
2022-10-14,14,1,4,0,12,4,3
2021-03-13,4,0,4,0,0,0,0
2023-07-08,6,0,0,0,4,4,1
2021-01-06,4,2,0,0,0,1,0
2023-08-06,5,2,2,0,7,14,0
2021-10-26,8,0,0,0,0,0,0
2020-07-29,7,5,0,0,0,0,0
2024-03-02,2,0,0,0,0,0,1
2021-03-05,2,2,0,0,0,1,2
2020-03-18,2,0,0,0,0,0,5
2020-03-03,12,0,0,0,1,2,0
2022-06-23,10,2,0,0,3,35,4
2022-07-15,13,2,0,1,0,6,6
2020-05-31,0,0,0,0,0,0,0
2023-05-30,8,12,1,5,6,2,7
2023-06-24,5,3,2,0,0,0,4
2023-07-16,3,0,3,0,1,2,5
2023-11-28,5,0,0,5,1,3,2
2022-07-13,2,0,0,0,0,5,0
2020-01-14,3,2,4,0,0,3,0
2022-03-11,40,2,16,3,9,26,18
2022-05-03,17,11,1,7,0,16,5
2022-02-06,9,4,0,0,4,1,8
2020-10-10,7,1,0,0,2,0,0
2022-03-02,155,27,15,6,16,48,48
2021-07-01,3,0,2,0,0,2,0
2021-03-25,0,0,0,0,0,1,0
2021-12-01,6,0,0,0,0,5,0
2022-02-02,22,2,2,1,0,0,10
2020-06-19,5,0,6,0,0,2,1
2023-04-02,14,0,8,2,4,12,6
2022-05-09,9,4,12,2,3,12,26
2023-12-12,4,0,1,0,0,7,0
2023-05-21,1,1,1,0,11,15,2
2021-07-11,0,0,0,0,3,0,0
2021-06-02,21,5,3,0,2,2,3
2022-10-13,44,4,4,6,6,7,5
2022-06-28,27,12,0,0,32,7,19
2021-05-10,7,0,0,0,0,0,0
2020-04-15,8,4,0,0,0,5,0
2020-08-18,15,0,0,0,0,1,0
2020-01-12,0,5,0,0,0,2,0
2023-06-07,7,7,0,2,3,18,7
2020-04-04,0,2,0,0,0,0,0
2023-08-10,4,0,3,0,1,7,0
2021-04-09,5,1,0,0,0,1,2
2020-09-07,7,4,0,0,0,0,0
2021-06-05,10,0,0,0,0,3,0
2021-07-12,2,0,0,0,3,0,0
2020-10-03,5,0,0,0,2,2,0
2020-05-24,4,0,0,0,0,0,0
2020-03-28,2,0,0,0,0,0,0
2023-06-28,10,3,2,3,2,9,0
2022-07-23,23,4,0,10,0,3,5
2021-08-25,0,0,0,0,0,0,0
2021-04-14,20,0,0,0,0,1,1
2022-08-02,24,4,3,0,2,18,5
2021-12-25,9,0,2,0,5,0,0
2021-03-02,16,0,0,0,0,0,0
2022-04-22,25,5,1,0,11,20,4
2023-10-20,7,11,0,0,3,12,2
2022-04-10,15,19,0,0,11,12,12
2023-04-06,17,2,2,0,14,68,4
2023-11-04,9,0,0,0,0,5,0
2022-05-23,23,2,3,0,10,14,3
2021-02-09,11,6,6,0,0,0,3
2023-03-04,5,0,0,0,0,18,9
2024-02-18,17,5,0,0,7,8,4
2021-03-24,8,0,0,0,0,16,0
2022-07-19,10,0,2,1,1,11,0
2024-02-10,3,7,7,5,0,3,0
2021-02-25,2,11,0,0,0,1,0
2021-08-22,0,7,0,0,0,0,0
2023-03-26,5,34,4,0,31,5,2
2023-11-19,3,5,0,0,0,2,0
2023-08-01,6,2,4,0,0,6,9
2022-03-16,128,6,1,0,4,42,10
2020-06-09,3,2,0,0,0,4,0
2020-04-12,4,0,0,0,0,0,0
2021-11-16,35,6,5,0,6,3,6
2023-04-18,35,3,0,0,4,17,23
2021-04-25,4,0,0,0,0,0,0
2023-02-01,4,7,2,3,4,7,4
2022-11-18,10,0,2,7,0,12,0
2021-11-05,0,0,0,0,0,0,0
2021-07-13,0,0,0,0,0,0,2
2023-07-29,4,0,0,0,0,1,2
2021-12-13,13,13,2,0,10,3,13
2020-04-07,1,0,0,0,0,0,0
2023-07-23,0,2,0,0,2,5,2
2023-09-14,12,1,0,0,0,7,4
2021-08-01,0,0,0,0,0,0,0
2022-06-08,5,34,3,0,0,12,5
2022-04-07,32,18,2,7,12,42,13
2024-01-02,2,3,2,2,12,6,2
2022-12-14,7,1,0,0,3,4,2
2020-07-23,12,5,2,0,0,2,7
2022-02-14,17,5,0,0,3,13,1
2020-05-27,4,20,0,0,0,5,2
2021-09-12,0,0,0,0,2,6,0
2020-11-21,1,0,0,0,0,1,0
2021-07-03,0,1,0,0,0,0,0
2022-05-29,2,2,0,4,11,5,4
2024-01-09,5,2,0,0,3,2,3
2022-03-14,38,5,2,2,2,57,8
2020-03-23,0,0,0,0,1,5,1
2023-07-19,27,14,0,2,19,5,14
2022-11-04,7,2,1,0,0,10,0
2020-02-19,19,1,3,0,0,0,2
2020-06-22,2,0,0,0,5,0,2
2021-08-24,1,0,0,0,2,0,0
2023-05-27,36,22,3,2,0,6,2
2023-03-17,16,2,0,0,0,32,0
2022-02-04,16,37,0,0,6,5,3
2022-09-01,4,2,0,0,6,13,2
2023-01-18,9,2,3,0,1,3,5
2022-07-02,9,2,3,0,0,5,15
2021-11-18,9,12,0,0,12,1,2
2023-10-09,19,1,0,0,0,8,0
2023-08-30,12,3,2,3,0,9,0
2021-10-21,6,0,0,0,3,0,2
2020-08-21,9,9,0,0,0,0,0
2021-06-15,14,1,0,0,0,2,2
2021-05-17,9,0,0,0,0,1,0
2022-03-22,61,10,3,6,12,33,21
2020-10-25,3,0,0,0,0,3,0
2021-04-08,10,3,0,0,3,0,1
2024-02-06,2,2,0,0,8,7,0
2021-08-09,0,0,0,0,0,0,1
2020-06-12,11,0,0,0,0,0,1
2022-07-27,6,4,0,3,7,8,0
2020-05-14,3,11,0,0,0,1,0
2021-03-03,10,3,0,0,0,0,0
2020-10-17,8,0,0,0,4,1,1
2022-08-29,12,0,0,0,5,9,0
2022-08-31,11,8,0,0,0,11,0
2020-07-13,3,2,0,0,0,0,2
2022-02-16,41,5,0,0,5,3,5
2023-05-11,10,7,7,0,0,8,4
2023-05-20,5,2,7,0,0,12,2
2020-01-18,1,0,2,0,0,1,0
2020-07-15,5,0,0,0,0,0,0
2020-04-13,3,0,0,0,1,1,0
2022-03-17,86,16,3,4,3,49,17
2021-08-07,0,0,0,0,0,0,0
2023-12-03,0,2,0,0,0,3,1
2024-01-08,1,5,0,0,3,2,5
2023-10-05,6,4,0,0,6,18,11
2021-10-01,2,0,0,3,2,0,0
2020-08-30,2,3,0,0,0,3,2
2021-08-29,0,0,0,0,0,0,0
2022-01-27,6,10,6,1,0,2,2
2020-11-20,4,0,0,0,0,4,0
2023-04-07,14,0,0,0,32,26,0
2024-02-16,33,24,0,3,7,1,16
2020-08-27,2,0,3,0,5,0,0
2021-03-19,9,0,0,0,0,0,0
2022-03-31,60,2,11,1,4,42,7
2024-03-14,9,7,4,0,7,9,4
2022-08-11,5,3,0,0,0,4,2
2020-07-03,1,0,4,0,0,0,2
2021-11-25,1,2,1,0,0,5,3
2022-08-01,22,4,0,0,14,18,4
2022-05-11,12,10,3,5,7,23,1
2020-03-05,3,2,0,0,0,0,0
2022-12-03,10,4,0,0,1,2,0
2023-06-03,7,0,0,2,4,19,0
2020-04-25,10,0,0,0,0,1,2
2020-07-02,7,0,1,0,1,2,0
2021-04-18,4,1,0,0,2,0,12
2021-01-30,3,2,2,0,0,0,5
2021-01-03,3,0,0,2,0,2,0
2023-09-26,8,6,0,0,0,8,1
2021-04-07,2,3,0,0,0,1,0
2020-09-13,1,0,0,0,0,0,0
2021-01-20,23,2,0,0,2,2,2
2021-04-22,12,1,17,2,7,3,0
2020-03-08,5,0,0,0,0,0,3
2023-05-06,15,0,0,0,2,15,0
2022-02-09,5,5,0,0,9,3,1
2021-04-05,2,0,0,0,0,3,0
2020-07-12,11,2,1,0,0,0,1
2020-08-16,2,0,0,0,0,0,0
2023-03-15,29,3,0,0,0,14,0
2023-12-26,5,0,0,0,13,7,0
2020-07-04,3,0,0,0,0,1,0
2022-03-15,72,6,2,0,3,54,33
2020-11-06,0,0,0,0,0,0,0
2020-06-30,10,2,0,0,2,1,0
2021-01-28,1,1,0,3,0,4,18
2023-10-22,2,4,0,4,0,9,0
2022-09-08,8,0,0,0,3,11,4
2023-01-02,5,0,0,0,2,4,0
2023-06-04,2,2,0,0,0,7,0
2020-09-16,4,6,0,0,1,0,5
2020-02-09,1,0,6,0,0,0,0
2020-05-03,2,0,0,0,0,0,1
2021-12-20,10,5,0,0,3,1,0
2023-04-15,0,2,0,4,0,10,1
2023-11-29,1,0,2,0,0,4,0
2022-01-15,6,0,1,0,0,3,0
2023-12-01,3,3,3,0,1,3,2
2020-08-13,9,0,0,0,0,1,0
2020-08-19,10,0,2,0,0,0,0
2024-03-03,7,3,0,0,0,4,2
2023-09-20,21,3,0,0,0,17,6
2021-08-15,3,0,0,0,0,0,0
2021-11-15,10,2,0,0,2,1,2
2021-01-05,6,2,2,0,1,1,0
2021-07-26,8,0,0,0,0,0,5
2020-11-13,1,0,0,0,0,0,0
2023-09-03,1,0,0,0,2,6,1
2023-12-23,0,1,0,0,0,2,0
2020-07-11,25,1,0,0,0,0,0
2024-02-15,12,8,0,3,5,0,6
2023-03-12,0,0,0,0,4,5,0
2022-09-16,11,15,2,2,2,20,2
